iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
BRA,South America,Brazil,2020-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179698.0,7447.0,0.84,0.04,9909.0,0.05,0.0,0.0,,112.0,112.0,1962.0,282.0,997.0,997.0,0.0,0.0,0.0,0.0,5.0,997.0,0.0,5.56,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,0.0,2.2,75.88,0.76,215313504,-723.7,-0.65,-0.65,-3.39
BRA,South America,Brazil,2020-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179698.0,7447.0,0.84,0.04,9909.0,0.05,0.0,0.0,,112.0,112.0,1962.0,282.0,997.0,997.0,0.0,0.0,0.0,0.0,5.0,997.0,0.0,5.56,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,0.0,2.2,75.88,0.76,215313504,-723.7,-0.65,-0.65,-3.39
BRA,South America,Brazil,2020-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179698.0,7447.0,0.84,0.04,9909.0,0.05,0.0,0.0,,112.0,112.0,1962.0,282.0,997.0,997.0,0.0,0.0,0.0,0.0,5.0,997.0,0.0,5.56,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,0.0,2.2,75.88,0.76,215313504,-723.7,-0.65,-0.65,-3.39
BRA,South America,Brazil,2020-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179698.0,7447.0,0.84,0.04,9909.0,0.05,0.0,0.0,,112.0,112.0,1962.0,282.0,997.0,997.0,0.0,0.0,0.0,0.0,5.0,997.0,0.0,5.56,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,0.0,2.2,75.88,0.76,215313504,-723.7,-0.65,-0.65,-3.39
BRA,South America,Brazil,2020-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179698.0,7447.0,0.84,0.04,9909.0,0.05,0.0,0.0,,112.0,112.0,1962.0,282.0,997.0,997.0,0.0,0.0,0.0,0.0,5.0,997.0,0.0,5.56,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,0.0,2.2,75.88,0.76,215313504,-723.7,-0.65,-0.65,-3.39
BRA,South America,Brazil,2020-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179698.0,7447.0,0.84,0.04,9909.0,0.05,0.0,0.0,,112.0,112.0,1962.0,282.0,997.0,997.0,0.0,0.0,0.0,0.0,5.0,997.0,0.0,5.56,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,0.0,2.2,75.88,0.76,215313504,-723.7,-0.65,-0.65,-3.39
BRA,South America,Brazil,2020-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179698.0,7447.0,0.84,0.04,9909.0,0.05,0.0,0.0,,112.0,112.0,1962.0,282.0,997.0,997.0,0.0,0.0,0.0,0.0,5.0,997.0,0.0,5.56,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,0.0,2.2,75.88,0.76,215313504,-723.7,-0.65,-0.65,-3.39
BRA,South America,Brazil,2020-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179698.0,7447.0,0.84,0.04,9909.0,0.05,0.0,0.0,,112.0,112.0,1962.0,282.0,997.0,997.0,0.0,0.0,0.0,0.0,5.0,997.0,0.0,5.56,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,0.0,2.2,75.88,0.76,215313504,-723.7,-0.65,-0.65,-3.39
BRA,South America,Brazil,2020-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179698.0,7447.0,0.84,0.04,9909.0,0.05,0.0,0.0,,112.0,112.0,1962.0,282.0,997.0,997.0,0.0,0.0,0.0,0.0,5.0,997.0,0.0,5.56,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,0.0,2.2,75.88,0.76,215313504,-723.7,-0.65,-0.65,-3.39
BRA,South America,Brazil,2020-02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179698.0,7447.0,0.84,0.04,9909.0,0.05,0.0,0.0,,112.0,112.0,1962.0,282.0,997.0,997.0,0.0,0.0,0.0,0.0,5.0,997.0,0.0,5.56,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,0.0,2.2,75.88,0.76,215313504,2427.8,1.14,3.12,11.39
BRA,South America,Brazil,2020-03-01,1.0,1.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179698.0,7447.0,0.84,0.04,9909.0,0.05,0.0,0.0,,112.0,112.0,1962.0,282.0,997.0,997.0,0.0,0.0,0.0,0.0,5.0,997.0,0.0,5.56,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,0.0,2.2,75.88,0.76,215313504,2427.8,1.14,3.12,11.39
BRA,South America,Brazil,2020-03-02,1.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179698.0,7447.0,0.84,0.04,9909.0,0.05,0.0,0.0,,112.0,112.0,1962.0,282.0,997.0,997.0,0.0,0.0,0.0,0.0,5.0,997.0,0.0,11.11,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,0.0,2.2,75.88,0.76,215313504,2427.8,1.14,3.12,11.39
BRA,South America,Brazil,2020-03-03,1.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179698.0,7447.0,0.84,0.04,9909.0,0.05,0.0,0.0,,112.0,112.0,1962.0,282.0,997.0,997.0,0.0,0.0,0.0,0.0,5.0,997.0,0.0,11.11,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,0.0,2.2,75.88,0.76,215313504,2427.8,1.14,3.12,11.39
BRA,South America,Brazil,2020-03-04,1.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179698.0,7447.0,0.84,0.04,9909.0,0.05,0.0,0.0,,112.0,112.0,1962.0,282.0,997.0,997.0,0.0,0.0,0.0,0.0,5.0,997.0,0.0,11.11,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,0.0,2.2,75.88,0.76,215313504,2427.8,1.14,3.12,11.39
BRA,South America,Brazil,2020-03-05,1.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179698.0,7447.0,0.84,0.04,9909.0,0.05,0.0,0.0,,112.0,112.0,1962.0,282.0,997.0,997.0,0.0,0.0,0.0,0.0,5.0,997.0,0.0,11.11,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,0.0,2.2,75.88,0.76,215313504,2427.8,1.14,3.12,11.39
BRA,South America,Brazil,2020-03-06,1.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179698.0,7447.0,0.84,0.04,9909.0,0.05,0.0,0.0,,112.0,112.0,1962.0,282.0,997.0,997.0,0.0,0.0,0.0,0.0,5.0,997.0,0.0,11.11,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,0.0,2.2,75.88,0.76,215313504,2427.8,1.14,3.12,11.39
BRA,South America,Brazil,2020-03-07,1.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179698.0,7447.0,0.84,0.04,9909.0,0.05,0.0,0.0,,112.0,112.0,1962.0,282.0,997.0,997.0,0.0,0.0,0.0,0.0,5.0,997.0,0.0,11.11,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,0.0,2.2,75.88,0.76,215313504,2427.8,1.14,3.12,11.39
BRA,South America,Brazil,2020-03-08,13.0,12.0,1.71,0.0,0.0,0.0,0.06,0.06,0.01,0.0,0.0,0.0,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179698.0,7447.0,0.84,0.04,9909.0,0.05,0.0,0.0,,112.0,112.0,1962.0,282.0,997.0,997.0,0.0,0.0,0.0,0.0,5.0,997.0,0.0,11.11,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,0.0,2.2,75.88,0.76,215313504,2427.8,1.14,3.12,11.39
BRA,South America,Brazil,2020-03-09,13.0,0.0,1.71,0.0,0.0,0.0,0.06,0.0,0.01,0.0,0.0,0.0,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179698.0,7447.0,0.84,0.04,9909.0,0.05,0.0,0.0,,112.0,112.0,1962.0,282.0,997.0,997.0,0.0,0.0,0.0,0.0,5.0,997.0,0.0,11.11,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,0.0,2.2,75.88,0.76,215313504,2427.8,1.14,3.12,11.39
BRA,South America,Brazil,2020-03-10,13.0,0.0,1.71,0.0,0.0,0.0,0.06,0.0,0.01,0.0,0.0,0.0,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179698.0,7447.0,0.84,0.04,9909.0,0.05,0.0,0.0,,112.0,112.0,1962.0,282.0,997.0,997.0,0.0,0.0,0.0,0.0,5.0,997.0,0.0,11.11,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,0.0,2.2,75.88,0.76,215313504,2427.8,1.14,3.12,11.39
BRA,South America,Brazil,2020-03-11,13.0,0.0,1.71,0.0,0.0,0.0,0.06,0.0,0.01,0.0,0.0,0.0,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179698.0,7447.0,0.84,0.04,9909.0,0.05,0.0,0.0,,112.0,112.0,1962.0,282.0,997.0,997.0,0.0,0.0,0.0,0.0,5.0,997.0,0.0,11.11,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,0.0,2.2,75.88,0.76,215313504,2427.8,1.14,3.12,11.39
BRA,South America,Brazil,2020-03-12,13.0,0.0,1.71,0.0,0.0,0.0,0.06,0.0,0.01,0.0,0.0,0.0,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179698.0,7447.0,0.84,0.04,9909.0,0.05,0.0,0.0,,112.0,112.0,1962.0,282.0,997.0,997.0,0.0,0.0,0.0,0.0,5.0,997.0,0.0,28.7,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,0.0,2.2,75.88,0.76,215313504,2427.8,1.14,3.12,11.39
BRA,South America,Brazil,2020-03-13,13.0,0.0,1.71,0.0,0.0,0.0,0.06,0.0,0.01,0.0,0.0,0.0,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179698.0,7447.0,0.84,0.04,9909.0,0.05,0.0,0.0,,112.0,112.0,1962.0,282.0,997.0,997.0,0.0,0.0,0.0,0.0,5.0,997.0,0.0,37.96,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,0.0,2.2,75.88,0.76,215313504,2427.8,1.14,3.12,11.39
BRA,South America,Brazil,2020-03-14,13.0,0.0,1.71,0.0,0.0,0.0,0.06,0.0,0.01,0.0,0.0,0.0,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179698.0,7447.0,0.84,0.04,9909.0,0.05,0.0,0.0,,112.0,112.0,1962.0,282.0,997.0,997.0,0.0,0.0,0.0,0.0,5.0,997.0,0.0,42.13,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,0.0,2.2,75.88,0.76,215313504,2427.8,1.14,3.12,11.39
BRA,South America,Brazil,2020-03-15,84.0,71.0,10.14,0.0,0.0,0.0,0.4,0.34,0.05,0.0,0.0,0.0,2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179698.0,7447.0,0.84,0.04,9909.0,0.05,0.0,0.0,,112.0,112.0,1962.0,282.0,997.0,997.0,0.0,0.0,0.0,0.0,5.0,997.0,0.0,42.13,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,0.0,2.2,75.88,0.76,215313504,2427.8,1.14,3.12,11.39
BRA,South America,Brazil,2020-03-16,84.0,0.0,10.14,0.0,0.0,0.0,0.4,0.0,0.05,0.0,0.0,0.0,2.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179698.0,7447.0,0.84,0.04,9909.0,0.05,0.0,0.0,,112.0,112.0,1962.0,282.0,997.0,997.0,0.0,0.0,0.0,0.0,5.0,997.0,0.0,42.13,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,0.0,2.2,75.88,0.76,215313504,2427.8,1.14,3.12,11.39
BRA,South America,Brazil,2020-03-17,84.0,0.0,10.14,0.0,0.0,0.0,0.4,0.0,0.05,0.0,0.0,0.0,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179698.0,7447.0,0.84,0.04,9909.0,0.05,0.0,0.0,,112.0,112.0,1962.0,282.0,997.0,997.0,0.0,0.0,0.0,0.0,5.0,997.0,0.0,57.87,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,0.0,2.2,75.88,0.76,215313504,2427.8,1.14,3.12,11.39
BRA,South America,Brazil,2020-03-18,84.0,0.0,10.14,0.0,0.0,0.0,0.4,0.0,0.05,0.0,0.0,0.0,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179698.0,7447.0,0.84,0.04,9909.0,0.05,0.0,0.0,,112.0,112.0,1962.0,282.0,997.0,997.0,0.0,0.0,0.0,0.0,5.0,997.0,0.0,60.65,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,0.0,2.2,75.88,0.76,215313504,2427.8,1.14,3.12,11.39
BRA,South America,Brazil,2020-03-19,84.0,0.0,10.14,0.0,0.0,0.0,0.4,0.0,0.05,0.0,0.0,0.0,2.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179698.0,7447.0,0.84,0.04,9909.0,0.05,0.0,0.0,,112.0,112.0,1962.0,282.0,997.0,997.0,0.0,0.0,0.0,0.0,5.0,997.0,0.0,66.2,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,0.0,2.2,75.88,0.76,215313504,2427.8,1.14,3.12,11.39
BRA,South America,Brazil,2020-03-20,84.0,0.0,10.14,0.0,0.0,0.0,0.4,0.0,0.05,0.0,0.0,0.0,2.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179698.0,7447.0,0.84,0.04,9909.0,0.05,0.0,0.0,,112.0,112.0,1962.0,282.0,997.0,997.0,0.0,0.0,0.0,0.0,5.0,997.0,0.0,66.2,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,0.0,2.2,75.88,0.76,215313504,2427.8,1.14,3.12,11.39
BRA,South America,Brazil,2020-03-21,84.0,0.0,10.14,0.0,0.0,0.0,0.4,0.0,0.05,0.0,0.0,0.0,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179698.0,7447.0,0.84,0.04,9909.0,0.05,0.0,0.0,,112.0,112.0,1962.0,282.0,997.0,997.0,0.0,0.0,0.0,0.0,5.0,997.0,0.0,71.76,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,0.0,2.2,75.88,0.76,215313504,2427.8,1.14,3.12,11.39
BRA,South America,Brazil,2020-03-22,904.0,820.0,117.14,11.0,11.0,1.57,4.3,3.9,0.56,0.05,0.05,0.01,2.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179698.0,7447.0,0.84,0.04,9909.0,0.05,0.0,0.0,,112.0,112.0,1962.0,282.0,997.0,997.0,0.0,0.0,0.0,0.0,5.0,997.0,0.0,71.76,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,0.0,2.2,75.88,0.76,215313504,2427.8,1.14,3.12,11.39
BRA,South America,Brazil,2020-03-23,904.0,0.0,117.14,11.0,0.0,1.57,4.3,0.0,0.56,0.05,0.0,0.01,2.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179698.0,7447.0,0.84,0.04,9909.0,0.05,0.0,0.0,,112.0,112.0,1962.0,282.0,997.0,997.0,0.0,0.0,0.0,0.0,5.0,997.0,0.0,71.76,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,0.0,2.2,75.88,0.76,215313504,2427.8,1.14,3.12,11.39
BRA,South America,Brazil,2020-03-24,904.0,0.0,117.14,11.0,0.0,1.57,4.3,0.0,0.56,0.05,0.0,0.01,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179698.0,7447.0,0.84,0.04,9909.0,0.05,0.0,0.0,,112.0,112.0,1962.0,282.0,997.0,997.0,0.0,0.0,0.0,0.0,5.0,997.0,0.0,71.76,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,0.0,2.2,75.88,0.76,215313504,2427.8,1.14,3.12,11.39
BRA,South America,Brazil,2020-03-25,904.0,0.0,117.14,11.0,0.0,1.57,4.3,0.0,0.56,0.05,0.0,0.01,2.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179698.0,7447.0,0.84,0.04,9909.0,0.05,0.0,0.0,,112.0,112.0,1962.0,282.0,997.0,997.0,0.0,0.0,0.0,0.0,5.0,997.0,0.0,71.76,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,0.0,2.2,75.88,0.76,215313504,2427.8,1.14,3.12,11.39
BRA,South America,Brazil,2020-03-26,904.0,0.0,117.14,11.0,0.0,1.57,4.3,0.0,0.56,0.05,0.0,0.01,2.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179698.0,7447.0,0.84,0.04,9909.0,0.05,0.0,0.0,,112.0,112.0,1962.0,282.0,997.0,997.0,0.0,0.0,0.0,0.0,5.0,997.0,0.0,71.76,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,0.0,2.2,75.88,0.76,215313504,2427.8,1.14,3.12,11.39
BRA,South America,Brazil,2020-03-27,904.0,0.0,117.14,11.0,0.0,1.57,4.3,0.0,0.56,0.05,0.0,0.01,2.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179698.0,7447.0,0.84,0.04,9909.0,0.05,0.0,0.0,,112.0,112.0,1962.0,282.0,997.0,997.0,0.0,0.0,0.0,0.0,5.0,997.0,0.0,74.54,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,0.0,2.2,75.88,0.76,215313504,2427.8,1.14,3.12,11.39
BRA,South America,Brazil,2020-03-28,904.0,0.0,117.14,11.0,0.0,1.57,4.3,0.0,0.56,0.05,0.0,0.01,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179698.0,7447.0,0.84,0.04,9909.0,0.05,0.0,0.0,,112.0,112.0,1962.0,282.0,997.0,997.0,0.0,0.0,0.0,0.0,5.0,997.0,0.0,74.54,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,0.0,2.2,75.88,0.76,215313504,2427.8,1.14,3.12,11.39
BRA,South America,Brazil,2020-03-29,3417.0,2513.0,359.0,92.0,81.0,11.57,16.25,11.95,1.71,0.44,0.38,0.06,2.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179698.0,7447.0,0.84,0.04,9909.0,0.05,0.0,0.0,,112.0,112.0,1962.0,282.0,997.0,997.0,0.0,0.0,0.0,0.0,5.0,997.0,0.0,74.54,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,0.0,2.2,75.88,0.76,215313504,2427.8,1.14,3.12,11.39
BRA,South America,Brazil,2020-03-30,3417.0,0.0,359.0,92.0,0.0,11.57,16.25,0.0,1.71,0.44,0.0,0.06,2.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179698.0,7447.0,0.84,0.04,9909.0,0.05,0.0,0.0,,112.0,112.0,1962.0,282.0,997.0,997.0,0.0,0.0,0.0,0.0,5.0,997.0,0.0,74.54,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,0.0,2.2,75.88,0.76,215313504,2427.8,1.14,3.12,11.39
BRA,South America,Brazil,2020-03-31,3417.0,0.0,359.0,92.0,0.0,11.57,16.25,0.0,1.71,0.44,0.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179698.0,7447.0,0.84,0.04,9909.0,0.05,0.0,0.0,,112.0,112.0,1962.0,282.0,997.0,997.0,0.0,0.0,0.0,0.0,5.0,997.0,0.0,74.54,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,0.0,2.2,75.88,0.76,215313504,7482.3,2.3,4.48,35.1
BRA,South America,Brazil,2020-04-01,3417.0,0.0,359.0,92.0,0.0,11.57,16.25,0.0,1.71,0.44,0.0,0.06,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179698.0,7447.0,0.84,0.04,9909.0,0.05,0.0,0.0,,112.0,112.0,1962.0,282.0,997.0,997.0,0.0,0.0,0.0,0.0,5.0,997.0,0.0,74.54,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,0.0,2.2,75.88,0.76,215313504,7482.3,2.3,4.48,35.1
BRA,South America,Brazil,2020-04-02,3417.0,0.0,359.0,92.0,0.0,11.57,16.25,0.0,1.71,0.44,0.0,0.06,1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179698.0,7447.0,0.84,0.04,9909.0,0.05,0.0,0.0,,112.0,112.0,1962.0,282.0,997.0,997.0,0.0,0.0,0.0,0.0,5.0,997.0,0.0,74.54,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,0.0,2.2,75.88,0.76,215313504,7482.3,2.3,4.48,35.1
BRA,South America,Brazil,2020-04-03,3417.0,0.0,359.0,92.0,0.0,11.57,16.25,0.0,1.71,0.44,0.0,0.06,1.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179698.0,7447.0,0.84,0.04,9909.0,0.05,0.0,0.0,,112.0,112.0,1962.0,282.0,997.0,997.0,0.0,0.0,0.0,0.0,5.0,997.0,0.0,74.54,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,0.0,2.2,75.88,0.76,215313504,7482.3,2.3,4.48,35.1
BRA,South America,Brazil,2020-04-04,3417.0,0.0,359.0,92.0,0.0,11.57,16.25,0.0,1.71,0.44,0.0,0.06,1.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179698.0,7447.0,0.84,0.04,9909.0,0.05,0.0,0.0,,112.0,112.0,1962.0,282.0,997.0,997.0,0.0,0.0,0.0,0.0,5.0,997.0,0.0,74.54,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,0.0,2.2,75.88,0.76,215313504,7482.3,2.3,4.48,35.1
BRA,South America,Brazil,2020-04-05,9056.0,5639.0,805.57,359.0,267.0,38.14,43.06,26.81,3.83,1.71,1.27,0.18,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179698.0,7447.0,0.84,0.04,9909.0,0.05,0.0,0.0,,112.0,112.0,1962.0,282.0,997.0,997.0,0.0,0.0,0.0,0.0,5.0,997.0,0.0,74.54,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,0.0,2.2,75.88,0.76,215313504,7482.3,2.3,4.48,35.1
BRA,South America,Brazil,2020-04-06,9056.0,0.0,805.57,359.0,0.0,38.14,43.06,0.0,3.83,1.71,0.0,0.18,1.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179698.0,7447.0,0.84,0.04,9909.0,0.05,0.0,0.0,,112.0,112.0,1962.0,282.0,997.0,997.0,0.0,0.0,0.0,0.0,5.0,997.0,0.0,74.54,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,0.0,2.2,75.88,0.76,215313504,7482.3,2.3,4.48,35.1
BRA,South America,Brazil,2020-04-07,9056.0,0.0,805.57,359.0,0.0,38.14,43.06,0.0,3.83,1.71,0.0,0.18,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179698.0,7447.0,0.84,0.04,9909.0,0.05,0.0,0.0,,112.0,112.0,1962.0,282.0,997.0,997.0,0.0,0.0,0.0,0.0,5.0,997.0,0.0,74.54,25.04,33.5,8.55,5.06,14103.45,3.4,177.96,8.11,10.1,17.9,0.0,2.2,75.88,0.76,215313504,7482.3,2.3,4.48,35.1
